zona_leste,zona_norte,zona_oeste,zona_sul,quartos,area,preco
0,1,0,0,1.0986122886681096,4.74493212836325,7.601402334583733
0,0,1,0,1.6094379124341003,5.5254529391317835,8.546946149565585
0,0,0,1,0.6931471805599453,4.663439094112067,7.824445930877619
0,0,0,1,1.3862943611198906,4.8283137373023015,8.517393171418904
0,0,1,0,0.6931471805599453,3.6109179126442243,7.151485463904735
0,0,1,0,1.0986122886681096,5.049856007249537,8.003363058629947
0,1,0,0,0.6931471805599453,3.828641396489095,6.957497370876951
1,0,0,0,0.6931471805599453,3.8712010109078907,7.00397413672268
1,0,0,0,1.3862943611198906,4.795790545596741,8.294299608857235
0,1,0,0,0.6931471805599453,3.9318256327243257,6.85751406254539
0,0,0,1,1.0986122886681096,4.795790545596741,7.824445930877619
0,1,0,0,1.0986122886681096,4.709530201312334,5.5254529391317835
0,0,0,1,1.3862943611198906,5.5254529391317835,8.853808274977197
0,0,0,1,1.6094379124341003,5.860786223465865,9.798182590890704
0,0,1,0,1.6094379124341003,5.860786223465865,8.699681400989514
1,0,0,0,1.0986122886681096,4.394449154672439,7.0909098220799835
1,0,0,0,0.6931471805599453,3.713572066704308,7.00397413672268
0,0,1,0,1.0986122886681096,5.062595033026967,8.412054873292933
0,0,0,1,1.3862943611198906,5.707110264748875,8.922791623969637
0,0,0,1,1.3862943611198906,5.298317366548036,8.699681400989514
0,0,0,1,0.6931471805599453,3.713572066704308,7.313886831633462
0,1,0,0,1.3862943611198906,4.61512051684126,7.824445930877619
0,0,1,0,1.0986122886681096,5.993961427306569,9.61587214452889
1,0,0,0,1.0986122886681096,4.2626798770413155,7.0909098220799835
0,1,0,0,1.0986122886681096,4.394449154672439,7.048386408721883
0,0,0,1,1.3862943611198906,5.198497031265826,8.77971129020447
0,1,0,0,1.0986122886681096,4.795790545596741,7.601402334583733
0,1,0,0,1.3862943611198906,4.2626798770413155,7.696667081526462
0,1,0,0,0.6931471805599453,3.58351893845611,6.55250788703459
0,0,1,0,1.0986122886681096,6.255750041753367,10.239995502805316
1,0,0,0,1.0986122886681096,4.605170185988092,7.3783837129967145
0,0,1,0,2.8903717578961645,6.398594934535208,10.714439990727769
0,0,0,1,1.0986122886681096,5.707110264748875,9.296609807128359
1,0,0,0,1.0986122886681096,4.61512051684126,7.3783837129967145
0,1,0,0,0.6931471805599453,4.110873864173311,6.85751406254539
1,0,0,0,1.3862943611198906,5.831882477283517,8.853808274977197
0,0,0,1,1.0986122886681096,4.709530201312334,7.741099090035366
0,0,0,1,1.0986122886681096,5.017279836814924,8.006700845440367
0,1,0,0,0.6931471805599453,3.9318256327243257,6.85751406254539
0,0,1,0,1.6094379124341003,7.00397413672268,10.463131911491967
1,0,0,0,0.6931471805599453,3.4339872044851463,6.398594934535208
1,0,0,0,1.0986122886681096,4.51085950651685,7.438971592395862
0,0,0,1,1.0986122886681096,4.430816798843313,7.696667081526462
0,1,0,0,1.0986122886681096,4.2626798770413155,7.170888478512505
0,0,1,0,1.791759469228055,6.19644412779452,9.210440366976517
0,0,0,1,1.3862943611198906,5.5254529391317835,8.853808274977197
0,1,0,0,1.0986122886681096,4.02535169073515,6.803505257608338
0,0,0,1,1.6094379124341003,5.771441123130016,8.853808274977197
0,0,1,0,1.6094379124341003,5.886104031450156,9.680406499268875
1,0,0,0,0.6931471805599453,4.2626798770413155,7.048386408721883
0,0,1,0,1.0986122886681096,3.9318256327243257,6.68586094706836
0,0,0,1,1.791759469228055,4.795790545596741,8.922791623969637
0,1,0,0,0.6931471805599453,4.02535169073515,6.55250788703459
1,0,0,0,1.3862943611198906,5.351858133476067,7.824445930877619
0,0,0,1,1.0986122886681096,5.442417710521793,8.294299608857235
1,0,0,0,1.0986122886681096,4.709530201312334,7.313886831633462
0,0,1,0,1.3862943611198906,5.8522024797744745,9.392745258631441
0,1,0,0,0.6931471805599453,3.7612001156935624,7.170888478512505
0,0,0,1,1.3862943611198906,4.795790545596741,8.962007209588313
0,0,1,0,1.0986122886681096,5.739792912179234,9.392745258631441
0,0,0,1,1.0986122886681096,5.030437921392435,8.853808274977197
0,1,0,0,1.0986122886681096,5.198497031265826,8.160803920954665
0,0,1,0,1.0986122886681096,5.017279836814924,7.601402334583733
0,1,0,0,0.6931471805599453,4.2626798770413155,7.048386408721883
0,0,0,1,0.6931471805599453,3.1780538303479458,7.074116816197362
0,0,1,0,1.6094379124341003,5.303304908059076,8.160803920954665
0,1,0,0,0.6931471805599453,3.713572066704308,7.0909098220799835
0,0,1,0,0.6931471805599453,3.713572066704308,7.170888478512505
0,1,0,0,1.3862943611198906,4.59511985013459,7.824445930877619
1,0,0,0,1.0986122886681096,4.04305126783455,7.384610383176974
0,1,0,0,1.0986122886681096,4.07753744390572,7.313886831633462
0,0,0,1,0.6931471805599453,5.564520407322694,9.093918908958932
0,0,1,0,1.0986122886681096,5.484796933490655,8.922791623969637
1,0,0,0,1.3862943611198906,2.3978952727983707,7.00397413672268
0,0,1,0,1.3862943611198906,6.111467339502679,8.517393171418904
1,0,0,0,1.0986122886681096,6.2166061010848646,8.612685172875459
0,0,1,0,1.0986122886681096,5.017279836814924,8.922791623969637
0,0,0,1,1.0986122886681096,5.71042701737487,8.160803920954665
0,1,0,0,1.3862943611198906,4.709530201312334,7.438971592395862
0,1,0,0,0.6931471805599453,3.58351893845611,7.0909098220799835
0,1,0,0,1.0986122886681096,4.564348191467836,7.3783837129967145
0,0,1,0,1.6094379124341003,5.5254529391317835,8.853808274977197
0,0,0,1,1.0986122886681096,5.017279836814924,8.071218539969863
1,0,0,0,1.3862943611198906,5.564520407322694,8.853808274977197
1,0,0,0,1.0986122886681096,4.174387269895637,7.601402334583733
0,0,1,0,1.0986122886681096,5.942799375126701,9.105090961257085
1,0,0,0,0.6931471805599453,4.330733340286331,7.244941546337007
0,1,0,0,1.3862943611198906,4.418840607796598,7.313886831633462
1,0,0,0,1.3862943611198906,4.875197323201151,8.006700845440367
0,0,0,1,1.0986122886681096,4.709530201312334,8.294299608857235
0,1,0,0,1.0986122886681096,4.394449154672439,7.208600337960199
1,0,0,0,1.791759469228055,6.52649485957079,10.12667110305036
0,1,0,0,1.0986122886681096,4.02535169073515,7.170888478512505
0,1,0,0,1.3862943611198906,5.771441123130016,8.612685172875459
1,0,0,0,0.6931471805599453,3.9318256327243257,6.85751406254539
0,0,1,0,1.6094379124341003,6.19644412779452,9.305741456739435
1,0,0,0,1.3862943611198906,5.14166355650266,8.612685172875459
0,1,0,0,1.3862943611198906,5.278114659230518,8.101980731853192
0,1,0,0,1.0986122886681096,3.713572066704308,7.313886831633462
0,1,0,0,1.0986122886681096,4.2626798770413155,6.7464121285733745
0,1,0,0,1.3862943611198906,5.707110264748875,7.783640596221253
1,0,0,0,1.0986122886681096,4.709530201312334,6.55250788703459
0,0,1,0,1.0986122886681096,4.61512051684126,7.496097345175956
0,0,0,1,1.3862943611198906,5.081404364984463,8.517393171418904
0,0,0,1,1.0986122886681096,4.852030263919617,7.741099090035366
1,0,0,0,0.6931471805599453,4.02535169073515,6.7464121285733745
0,0,0,1,1.3862943611198906,4.836281906951478,8.160803920954665
0,0,1,0,1.791759469228055,5.707110264748875,9.61587214452889
1,0,0,0,1.0986122886681096,4.174387269895637,7.244941546337007
0,0,0,1,1.6094379124341003,5.484796933490655,7.824445930877619
1,0,0,0,0.6931471805599453,3.8066624897703196,7.00397413672268
0,0,0,1,1.0986122886681096,4.61512051684126,8.38958706681109
0,1,0,0,1.0986122886681096,4.962844630259907,8.003363058629947
0,1,0,0,1.0986122886681096,4.51085950651685,7.3783837129967145
0,0,0,1,1.0986122886681096,4.110873864173311,7.496097345175956
0,1,0,0,1.3862943611198906,4.795790545596741,7.3783837129967145
0,1,0,0,1.3862943611198906,5.017279836814924,8.006700845440367
0,0,0,1,0.6931471805599453,4.110873864173311,7.313886831633462
0,0,0,1,1.0986122886681096,4.454347296253507,8.006700845440367
0,1,0,0,0.6931471805599453,4.02535169073515,6.803505257608338
0,0,1,0,1.6094379124341003,4.61512051684126,8.25608813381491
0,1,0,0,0.6931471805599453,3.4339872044851463,7.237778191923443
0,0,0,1,0.6931471805599453,4.02535169073515,7.3783837129967145
1,0,0,0,1.0986122886681096,4.2626798770413155,7.0909098220799835
0,0,0,1,0.6931471805599453,3.4339872044851463,6.803505257608338
1,0,0,0,1.6094379124341003,5.303304908059076,7.783640596221253
0,1,0,0,1.3862943611198906,5.0689042022202315,7.741099090035366
0,1,0,0,0.6931471805599453,3.8918202981106265,7.0909098220799835
1,0,0,0,1.791759469228055,5.993961427306569,8.412054873292933
1,0,0,0,0.6931471805599453,4.2626798770413155,6.85751406254539
0,0,0,1,1.3862943611198906,4.61512051684126,8.400884069015854
1,0,0,0,0.6931471805599453,3.713572066704308,6.55250788703459
0,0,0,1,1.791759469228055,6.19644412779452,9.210440366976517
0,0,1,0,0.6931471805599453,3.9318256327243257,7.00397413672268
1,0,0,0,1.0986122886681096,5.746203190540153,8.853808274977197
0,0,1,0,1.0986122886681096,4.875197323201151,8.412054873292933
0,0,0,1,1.3862943611198906,3.828641396489095,6.90875477931522
1,0,0,0,1.3862943611198906,5.081404364984463,7.601402334583733
0,1,0,0,1.0986122886681096,4.2626798770413155,7.496097345175956
0,1,0,0,1.791759469228055,5.517452896464707,8.974744612722734
1,0,0,0,1.0986122886681096,6.175867270105761,8.006700845440367
0,1,0,0,1.0986122886681096,5.8888779583328805,7.901377353792616
0,0,0,1,1.3862943611198906,5.209486152841421,8.476579508530941
0,1,0,0,0.6931471805599453,3.9318256327243257,6.311734809152915
0,1,0,0,1.0986122886681096,4.2626798770413155,7.496097345175956
0,0,0,1,1.3862943611198906,5.384495062789089,8.853808274977197
0,0,1,0,1.0986122886681096,4.624972813284271,7.467942332285852
0,1,0,0,0.6931471805599453,3.713572066704308,6.2166061010848646
1,0,0,0,1.3862943611198906,6.2166061010848646,8.867990898182093
1,0,0,0,0.6931471805599453,3.9318256327243257,6.68586094706836
0,1,0,0,1.3862943611198906,5.8944028342648505,8.612685172875459
0,0,0,1,1.0986122886681096,4.795790545596741,7.313886831633462
1,0,0,0,1.6094379124341003,6.2166061010848646,9.61587214452889
0,1,0,0,0.6931471805599453,4.2626798770413155,6.55250788703459
1,0,0,0,1.3862943611198906,4.51085950651685,7.496097345175956
0,0,1,0,0.6931471805599453,3.9318256327243257,6.2166061010848646
1,0,0,0,1.0986122886681096,4.394449154672439,7.0909098220799835
1,0,0,0,1.0986122886681096,4.174387269895637,7.0909098220799835
0,1,0,0,0.6931471805599453,3.713572066704308,6.55250788703459
0,0,0,1,1.3862943611198906,4.795790545596741,8.294299608857235
1,0,0,0,0.6931471805599453,2.3978952727983707,6.55250788703459
0,0,1,0,1.3862943611198906,6.111467339502679,9.04793908261736
0,0,0,1,0.6931471805599453,4.51085950651685,7.1316985104669115
0,1,0,0,0.6931471805599453,4.2626798770413155,6.398594934535208
0,1,0,0,1.0986122886681096,3.9318256327243257,7.438971592395862
0,0,1,0,1.0986122886681096,4.477336814478207,8.630700432209832
1,0,0,0,0.6931471805599453,4.02535169073515,7.0909098220799835
0,0,1,0,1.3862943611198906,5.017279836814924,7.937731775260109
0,1,0,0,1.3862943611198906,5.5254529391317835,7.937731775260109
0,0,0,1,1.0986122886681096,5.1298987149230735,9.210440366976517
0,0,0,1,1.0986122886681096,5.44673737166631,8.987321812850125
0,0,1,0,1.3862943611198906,5.860786223465865,8.77971129020447
1,0,0,0,1.0986122886681096,5.017279836814924,7.824445930877619
0,0,0,1,1.3862943611198906,5.236441962829949,8.366602832783736
1,0,0,0,1.0986122886681096,4.499809670330265,7.696667081526462
0,1,0,0,0.6931471805599453,3.8501476017100584,6.621405651764134
0,0,1,0,1.3862943611198906,5.017279836814924,7.824445930877619
0,1,0,0,0.6931471805599453,3.4339872044851463,6.478509642208569
0,0,1,0,1.6094379124341003,6.398594934535208,9.61587214452889
0,1,0,0,1.3862943611198906,5.198497031265826,7.762596048540069
1,0,0,0,0.6931471805599453,3.713572066704308,6.68586094706836
0,0,1,0,1.3862943611198906,6.621405651764134,9.90353755128617
0,0,0,1,1.0986122886681096,6.478509642208569,10.545341438708522
0,1,0,0,1.3862943611198906,4.2626798770413155,6.90875477931522
1,0,0,0,0.6931471805599453,3.044522437723423,6.2166061010848646
1,0,0,0,1.0986122886681096,2.3978952727983707,7.650168700845001
0,1,0,0,1.0986122886681096,3.713572066704308,6.90875477931522
0,0,1,0,1.0986122886681096,5.771441123130016,9.210440366976517
0,0,0,1,1.0986122886681096,5.5254529391317835,8.412054873292933
1,0,0,0,1.0986122886681096,4.110873864173311,6.85751406254539
0,0,0,1,1.0986122886681096,4.795790545596741,8.962007209588313
0,1,0,0,0.6931471805599453,3.58351893845611,6.85751406254539
1,0,0,0,0.6931471805599453,4.330733340286331,6.90875477931522
0,1,0,0,0.6931471805599453,3.9318256327243257,6.710523109452428
0,0,1,0,1.0986122886681096,4.394449154672439,7.937731775260109
1,0,0,0,1.3862943611198906,5.017279836814924,7.824445930877619
0,0,1,0,1.3862943611198906,5.303304908059076,7.937731775260109
0,1,0,0,1.0986122886681096,4.454347296253507,7.550135342488429
0,1,0,0,0.6931471805599453,4.51085950651685,6.803505257608338
0,1,0,0,1.0986122886681096,4.51085950651685,7.696667081526462
0,1,0,0,1.0986122886681096,4.2626798770413155,7.0909098220799835
0,1,0,0,1.0986122886681096,4.2626798770413155,7.438971592395862
1,0,0,0,1.3862943611198906,4.795790545596741,7.824445930877619
0,0,0,1,1.6094379124341003,5.484796933490655,8.902591637374087
1,0,0,0,0.6931471805599453,3.9318256327243257,6.7464121285733745
0,0,0,1,1.0986122886681096,4.795790545596741,8.03947991910045
0,1,0,0,1.0986122886681096,3.828641396489095,6.85751406254539
0,1,0,0,1.0986122886681096,3.828641396489095,6.7464121285733745
0,0,1,0,1.6094379124341003,5.937536205082426,9.105090961257085
0,1,0,0,1.3862943611198906,4.948759890378168,7.650168700845001
0,0,0,1,1.6094379124341003,5.493061443340548,8.699681400989514
0,1,0,0,0.6931471805599453,3.4339872044851463,6.7464121285733745
0,0,0,1,1.0986122886681096,5.3981627015177525,8.853808274977197
0,1,0,0,1.6094379124341003,5.707110264748875,8.294299608857235
0,0,1,0,1.6094379124341003,7.261225091971921,10.308985993422082
0,1,0,0,0.6931471805599453,3.713572066704308,6.55250788703459
0,1,0,0,1.0986122886681096,3.828641396489095,7.170888478512505
1,0,0,0,1.0986122886681096,4.875197323201151,7.0909098220799835
1,0,0,0,0.6931471805599453,4.2626798770413155,6.698268054115413
0,0,1,0,2.1972245773362196,6.54534966033442,9.951372545256701
0,1,0,0,1.3862943611198906,4.110873864173311,7.496097345175956
0,1,0,0,0.6931471805599453,3.713572066704308,6.478509642208569
1,0,0,0,0.6931471805599453,3.828641396489095,6.85751406254539
0,0,1,0,1.3862943611198906,5.3612921657094255,8.987321812850125
1,0,0,0,1.0986122886681096,4.110873864173311,7.170888478512505
0,0,0,1,1.3862943611198906,4.875197323201151,7.937731775260109
0,0,1,0,0.6931471805599453,3.713572066704308,7.1316985104669115
0,0,0,1,1.3862943611198906,5.14166355650266,8.517393171418904
0,1,0,0,0.6931471805599453,3.828641396489095,6.55250788703459
0,0,0,1,1.3862943611198906,5.198497031265826,8.612685172875459
0,1,0,0,0.6931471805599453,3.713572066704308,6.7464121285733745
0,1,0,0,1.0986122886681096,4.795790545596741,7.3658128372094716
0,0,0,1,1.6094379124341003,4.948759890378168,9.472781556562168
0,1,0,0,1.0986122886681096,4.31748811353631,7.601402334583733
0,0,1,0,1.0986122886681096,4.61512051684126,7.544861068658458
0,1,0,0,1.0986122886681096,5.017279836814924,7.170888478512505
1,0,0,0,1.3862943611198906,5.459585514144159,8.45553053102413
0,0,0,1,0.6931471805599453,3.58351893845611,6.68586094706836
1,0,0,0,0.6931471805599453,0.6931471805599453,6.478509642208569
1,0,0,0,1.0986122886681096,2.3978952727983707,6.90875477931522
0,1,0,0,1.3862943611198906,4.574710978503383,7.696667081526462
0,0,0,1,1.6094379124341003,6.2166061010848646,10.12667110305036
1,0,0,0,0.6931471805599453,3.58351893845611,6.55250788703459
0,1,0,0,2.1972245773362196,5.860786223465865,8.987321812850125
0,0,1,0,1.6094379124341003,5.993961427306569,8.987321812850125
1,0,0,0,1.3862943611198906,5.707110264748875,8.35490952835879
0,1,0,0,1.0986122886681096,4.709530201312334,6.2166061010848646
1,0,0,0,1.3862943611198906,5.318119993844216,7.8636512654486515
0,1,0,0,1.0986122886681096,4.51085950651685,7.3783837129967145
0,0,1,0,1.0986122886681096,5.25227342804663,9.392745258631441
1,0,0,0,0.6931471805599453,2.3978952727983707,6.7464121285733745
1,0,0,0,1.0986122886681096,3.58351893845611,7.0909098220799835
0,0,0,1,1.0986122886681096,5.1298987149230735,9.210440366976517
0,1,0,0,0.6931471805599453,4.394449154672439,6.621405651764134
0,0,0,1,1.3862943611198906,4.795790545596741,8.343077871169383
0,1,0,0,1.0986122886681096,4.110873864173311,6.90875477931522
0,0,0,1,1.0986122886681096,4.709530201312334,7.824445930877619
0,0,1,0,1.6094379124341003,5.14166355650266,8.216358332386156
0,1,0,0,1.791759469228055,6.343880434126331,8.699681400989514
1,0,0,0,1.0986122886681096,5.680172609017068,8.962007209588313
0,0,1,0,2.5649493574615367,6.1779441140506,10.12667110305036
0,0,1,0,1.6094379124341003,5.303304908059076,9.581972891547895
0,1,0,0,1.0986122886681096,4.2626798770413155,7.208600337960199
0,0,1,0,1.3862943611198906,4.948759890378168,7.824445930877619
0,0,1,0,1.3862943611198906,4.709530201312334,7.783640596221253
0,1,0,0,0.6931471805599453,3.828641396489095,6.478509642208569
0,0,1,0,1.0986122886681096,4.61512051684126,6.957497370876951
0,0,1,0,1.0986122886681096,4.3694478524670215,7.3783837129967145
0,1,0,0,1.0986122886681096,4.836281906951478,7.00397413672268
0,1,0,0,1.0986122886681096,4.2626798770413155,7.244941546337007
0,0,0,1,1.791759469228055,5.739792912179234,8.962007209588313
0,1,0,0,1.0986122886681096,4.394449154672439,7.00397413672268
